Subuser,Date,Bandwidth Usage (GB)
labgrootz4b48,2020-07,0.821176758
mykramericaindustriesf7346,2020-04,3.1316875
brendengruberada8,2020-11,5.664869141
kesida149ee,2020-09,1.058537109
zayaanhussain127db8,2020-07,0.179008789
baconlink1402ce6,2020-10,0.125445313
saareya7m5b1b6,2020-04,0.275750977
zacharykrauss222946,2020-07,3.146766602
guanjun84904795150866,2021-01,0.007442383
maxmurillod8346,2020-11,0.000902344
marcozhaosc9d486,2020-11,1.165133789
kobexu1e9e2,2021-01,0.377303711
akaalaccd53,2020-11,0.211962891
derek_cun5391zzxz,2022-01,3.546124023
yanxnsb0b7e,2020-07,4.637304688
msm7237677bf,2020-10,0.164970703
mdarnone797301,2020-09,0.095397461
richreimer4e6ef6,2020-07,6.180973633
eggsuper2008f8c56,2020-04,0.250379883
williammilavich6bb23,2020-06,0.908509766
gsf164468938e6,2020-04,4.302888672
harkirat2singhf8696,2020-11,0.877776367
flipsneakersrd03b8,2022-01,1.06212207
dmagats1238110,2020-10,2.280211914
kerry_stein3750246,2020-04,2.089091797
ryusbot6c1c,2020-07,3.265857422
javiermena999d6ef,2021-12,2.005541016
khizerhafeez60596,2020-08,0.629423828
345342zz,2021-12,0.507111328
da2982392153856,2020-11,0.03862793
905soles614d,2020-08,1.064511719
a1697309619966,2020-12,2.759713867
twstdabomb21d2bd,2020-07,0.909743164
rakeensutton34c0,2020-09,0.001513672
ajalvarez87df796,2020-12,3.996454102
mohit_wc7656,2020-05,0.511125977
ottokunkel03242fd,2020-08,0.708666992
buckarney350f,2020-04,5.089326172
paully7764b2f6,2020-05,2.996814453
mosleycj21d6e0zz,2021-12,7.062957031
moneynyc212440b,2020-09,1.248380859
waveyrixcba9,2020-11,0.003570313
d43db,2020-06,0.436879883
jackson_wong11495004a,2020-11,0.224477539
guerreiroproject88bf,2020-09,0.00021875
accountsce926,2020-04,0.462295898
8143387358fd,2020-10,2.310447266
overwatchh01a38a,2020-12,2.240541992
nbarrett6634907,2020-08,0.095266602
tylerhuckabyb46a,2020-09,1.63524707
vumamba3f7736,2020-12,6.567005859
279939zzxz,2022-01,0.227197266
bryanarius812e6,2020-07,0.227333984
hyxderahmeddc966,2020-05,3.459313477
jorisvoest5004,2020-08,1.184858398
ilovemydamnshoesc164,2020-12,0.049400391
cohenguy74e4696,2020-09,1.106697266
flizza13c8f96,2020-04,1.706959961
charlyvernoeb3azz,2021-12,1.599237305
spidaman4748e074,2020-08,2.724083984
gowinskid87426,2020-04,0.66127832
jalenmalone3745a,2020-12,0.692070313
onne19960511c492,2020-12,2.842537109
snkrtony333a08,2020-08,0.132442383
pykleddaafc6,2020-04,0.008332031
adrianmakara9231,2020-08,1.188024414
ajm88hockey92dc,2020-10,10.16905371
chiwaikitda61,2020-10,2.577522461
johnny101816ebd,2020-08,0.663290039
mauilucero77698,2020-11,1.676754883
vladbalan3109386,2020-10,1.351337891
andreimelenciuc121b066,2020-12,0.748348633
thecxnfirmed5c4c6,2020-05,2.761666992
jackelyman9cd3zz,2021-12,4.920567383
cooklowonder02d2,2020-08,2.423313477
dleechin3fa8,2020-09,1.890199219
clementcharlet7e0e1,2021-01,0.962594727
xowls177c7da,2020-06,0.088966797
hetianhao01097e9e6,2020-04,0.365685547
stingllinus8c276,2020-08,1.14450293
soporter2012eb6a,2021-12,1.781425781
thomas023605d63,2020-05,0.824862305
taybroxo549a,2020-08,0.143520508
soledoutatxfa906,2021-01,0.033369141
davislamm1790b,2020-12,2.1130625
matiasjaramillo2004a007,2020-10,3.569109375
andrewwoon1fda26,2020-07,0.667735352
visobot01769a,2020-07,0.213044922
tylerjsbains86fa,2021-12,9.627554688
amhudda5721,2020-07,0.020620117
ouldsalihine20ecea6,2020-08,1.958352539
robinatwal359b1d,2020-12,1.613311523
kefanzzzz8a3a6,2020-04,0.05646875
zaoan20102a35,2021-01,0.372118164
olwbettle46526,2020-06,3.752771484
sixthsensestore12055e,2020-12,1.412556641
trentdupe0740zz,2021-12,15.20866016
proraffles8df0,2020-12,0.002413086
hricsi001ffe76,2020-07,1.415671875
wufeng948114f2d6,2020-04,1.613790039
rose13975098084b706,2020-05,0.153163086
fabricioescrich8e308,2020-12,0.651405273
bytehutfiles0534,2020-06,2.516337891
nrveebeeproxy311f,2020-10,4.5821875
anthonylopez101030f2dc,2020-05,5.08E-05
tgarza0951cd,2020-10,0.378821289
licharles1985197b,2020-07,1.606211914
rylan8171zz,2021-12,18.0751377
justinhe9006163,2020-10,0.009895508
stevuriel88ae,2020-12,0.080455078
joeydonaldsonb1e8,2020-08,13.60955176
daikuanhong1109cc86,2020-08,14.97739063
officialyzconcepte4a26,2020-04,0.070505859
ddiaz2513692b,2021-01,1.674953125
283419zz,2021-12,0.641324219
baseballfan1418eee4,2020-11,0.024029297
mattpaskevich52f8,2020-11,0.282498047
jeffreyparasb63d,2020-11,0.907724609
jaydenmcooksb25c,2020-05,1.220193359
newbie081904f966,2020-04,2.396082031
muddinfo0a06,2020-05,0.785353516
raptorslife234461,2020-11,0.034374023
phxretros1240,2020-10,0.009283203
lisimbathompson59d06,2020-11,0.901056641
dlp2216ff,2020-10,9.813760742
dcluvstkdeec7,2020-11,34.37134668
storyboaa5ee6,2020-06,0.666753906
jeronimoeric1b7416,2020-07,0.438202148
powellanijah5ff0,2020-09,0.595228516
shadowstorm1106f63a6,2020-06,4.383536133
qayschaviwala370b,2020-12,0.167695313
albertstodolnyd76b,2021-01,0.714133789
kaloo_7ca52,2020-06,0.212523438
kychuongne6a9,2020-05,4.10684668
aaren_cortesc4186,2020-08,1.013473633
roninken416e4c6,2020-12,0.643900391
huea4cd6,2020-05,0.522172852
niceestvn27aa6,2020-04,0.468693359
theodorej29ca8f,2020-04,1.021387695
supremereng86ff,2020-05,0.585592773
weikaiteng809e476,2020-05,0.258431641
311587zz,2021-12,0.299076172
9.85E+13,2020-10,1.269545898
imranhashmi307ac966,2020-04,15.07707715
dimitriosrko1144a6a,2020-05,0.61512207
mylifeis11111f728zz,2021-12,1.14571875
ethanhowellbb993816,2020-08,0.462557617
sneakersofthesouth2337,2020-12,1.707345703
dagudk41486,2020-04,5.001443359
302solezze287,2020-10,3.360356445
hadsvw99766,2020-05,6.015599609
abesand1722a3,2020-07,3.502398438
jasonxahainam6ae9,2020-08,0.937423828
bishoskickz99cb6,2020-11,4.501025391
luisssalbarran6b3c,2020-05,1.187771484
ianqye961e96,2020-10,1.212755859
noahkline114a12,2020-06,1.641609375
502585509f816,2020-12,1.669412109
andremcontactcd8c,2020-08,2.294146484
upppperjam53f5,2020-12,2.866692383
tarasovmax200071426,2020-07,0.012725586
claudiavila4963alanof32d6,2020-06,1.387166992
appsabonet695b,2020-11,0.368442383
howthedenb219,2020-12,1.405446289
pirz7410a84c,2021-01,0.007390625
escxbar1da2,2020-12,0.139693359
bennnnnyyyyye6ac,2020-09,1.544173828
bigchuckwang4f40,2020-09,4.975199219
cheahanthony1e776,2020-06,0.010333984
nahidul050947da6,2020-05,1.110490234
mylesdavis1378e06,2020-06,1.510728516
nycxlitojim3b506,2020-07,5.828647461
jeffanqd141092e609,2020-10,0.007243164
jameelwar9754,2020-04,0.323625
tim195e,2020-07,3.811629883
tao72718871279186,2021-01,0.90121875
giladarberman34b7,2020-10,0.272195313
thevienerf7196,2020-06,0.115307617
nspirea53e6,2020-08,0.701113281
michaelcapobianco81a5,2020-12,2.288793945
giovannimedrano1989a908,2020-08,0.26572168
ctranchina450426138,2020-11,3.60299707
coryholgate156a9,2020-05,1.176786133
yassinetoutcourt93366f,2020-08,0.036670898
piersoncerar79b2zzxz,2022-01,0.000830078
collinst_172fc8,2020-11,1.078962891
kylewestbrook956660,2020-09,0.595125
creapuccino51b46,2020-10,0.196166992
chefsam510ed17,2020-11,0.033958984
theom0009d479,2020-08,0.007196289
alexandruadonis70f66,2020-04,0.136189453
c3lis65f76,2020-10,0.253643555
andrewcardozo67f9,2020-07,0.048148438
watsonta884e1e,2020-07,4.065833008
woon70230d3a,2020-07,0.031214844
impactttdesigns46a56,2020-04,2.008326172
chongaaron2305e7,2020-09,1.074295898
jbmingo8893496,2020-10,52.86134375
falconfoot96628b6,2020-07,7.983410156
bluekevin55690ec,2020-05,1.399354492
dah17126bc36,2020-09,1.525108398
drakejames1997c66d,2020-09,0.391991211
thejedipacman6be4,2020-06,0.273413086
erod112097db53,2020-07,8.737362305
amarukyotaa5a7,2020-07,2.906049805
kalanil1230f31,2020-05,3.232564453
jadejch10e96,2020-06,0.575381836
mjirby23235533,2020-06,0.437208984
samsonstone03c94d,2020-10,0.374571289
jjimenez421875be,2020-10,0.812054688
qzdxj20184a6a,2020-09,1.046185547
fifamonster2814ef,2020-08,3.310438477
chavitosoccertkd1097c46,2020-09,1.331283203
nicolatrillo934f296,2020-04,1.167212891
vanhuynh52018f526,2020-05,0.815134766
craytonkhristian5f54,2020-08,4.908429688
thatsdeux37456,2020-04,0.232724609
millyvee07f05e,2020-12,0.046594727
kavehgerami3ecad6,2020-04,0.020759766
josephcclark32e31,2020-06,1.063023438
calvinknorr0d53,2020-04,0.290939453
noggins030130,2020-11,0.75652832
thebeaniekingbusiness246a,2020-10,0.16677832
mdarnone797301,2020-07,0.360112305
sneakerparlournsbb794,2021-01,0.02752832
martinez50148d7e,2020-04,0.355905273
dtidwell1230e6e,2020-08,0.839973633
crustyydonutt56166,2020-12,0.573446289
1193831zzxz,2022-01,1.479803711
spyang589f38,2020-12,10.96301855
zgll200071700b7,2020-08,0.001819336
jmblitzer0caa,2020-08,0.418612305
keescarlett15686,2020-07,0.002544922
kingsburykyle178687,2020-07,4.63124707
noggins030130,2020-08,1.76E-05
yugary0019bd56,2020-09,8.79E-06
matthewroberts089692,2020-05,1.426886719
leeshindl911a7a,2020-11,0.019976563
prodbylvlse091,2020-12,16.29009277
dovyboy0105a4,2020-11,0.75434082
arequena1997371c,2020-10,2.582170898
nishatn8978c13,2020-12,1.61590918
mesquito159592zz,2021-12,0.331389648
jaimeewonggbb58,2020-08,0.165894531
indecisivesupreme9b6f6,2020-04,0.476817383
raromathc216,2020-06,0.858302734
delacruzjeven7f716,2020-11,3.06012793
alosman2461cf,2020-08,2.165349609
renolosangeles5d426,2020-09,0.193536133
danielx00e86e,2020-12,3.835027344
sharrrup144d,2020-08,2.593222656
mazi_yinfe6b,2020-08,3.212098633
bahuy35055,2020-10,0.097958008
eshanvallianiaecf,2020-10,7.969655273
curveballca80e,2020-06,0.814604492
luiz_racelisc392,2020-12,2.625509766
anthonyrojas53a952,2020-09,0.553730469
dhanv0016a91,2020-05,0.037520508
maheshf762,2020-06,12.33042969
soley4umail9d1a,2020-10,2.530552734
johnmathis9806b8,2021-01,0.001337891
rjcooks45ada36,2020-09,1.391335938
enfuego2day7c6e,2020-12,0.14240918
nmartinez60676075e,2020-07,0.087802734
rdadoorocks0d52,2020-10,1.890793945
azharjivani4f23,2020-10,5.099724609
escalul99880e,2020-09,0.119763672
alyandaalienda0b,2020-09,2.105920898
mightyrat1878fb,2020-10,0.353410156
ameerdw3cfe1,2020-11,1.175027344
luofeikent0f966,2020-04,0.210041016
keelingcam44c1,2020-07,2.486444336
shomackenzied5746,2020-04,3.400548828
harkirat2singhf8696,2020-05,1.408605469
leojr2007077b,2020-06,2.117180664
wufeng948114f2d6,2020-07,0.197029297
jonjosh23f03f6,2020-07,0.459616211
haronhofionidcfe,2020-12,0.715205078
justinxhua446aa4,2020-04,0.002453125
tetios333807a,2020-07,0.414100586
zekatteckb4566,2020-05,0.675706055
staticflow28416b6,2020-08,2.375831055
habadur1234b3b,2020-09,0.691049805
shenfeng389881ab,2020-08,0.178056641
cjhwangorders3e6a,2020-06,3.017727539
iflywhoa112649db6,2020-05,4.985785156
aces78975b3,2020-05,0.142509766
contactluke74b4,2020-06,0.000708984
zhengzh128f9f8,2020-09,0.382357422
kyliesupreme2016b4c6z,2020-06,0.153804688
gavinquattronebca7,2020-09,0.165425781
hetianhao01097e9e6,2020-05,0.967726563
faircrestblvdda6e,2020-12,8.829719727
mcmxiia1105,2020-08,0.655699219
yangshuai2755d39b,2020-07,0.007210938
jalen000d0ea,2022-01,7.075321289
scheereh65416,2020-06,1.867139648
jamos6912d37d,2020-07,0.006089844
wrayho71b56,2020-07,0.136287109
malh5760a2fa,2020-08,0.324868164
drakejames1997c66d,2020-06,1.335560547
zhangft5c841,2020-07,0.882186523
sinnersneaker2e286,2020-10,3.042737305
joshuahinojosae778,2020-08,0.195615234
nextjsm0942966,2021-01,0.159813477
joshkickzs8abb6,2020-06,3.610251953
ksd5501004bac6,2020-04,0.017007813
derek_wu17181d6,2020-05,1.397480469
davidcute4fcd,2020-08,0.62390625
jilin729a00d6,2020-04,3.110849609
lbfenley11eb8b,2021-12,0.002566406
cleung78783f9,2020-08,4.554025391
topcop31482dec,2020-09,0.375804688
ngmiller01a138,2020-10,0.000432617
justhicyc3fc,2020-11,0.315439453
mwmw020505ea99,2020-11,0.911978516
wan5025855090662,2020-12,5.018066406
jamesq11ukb1ce,2020-09,0.849183594
justsneak91af3,2020-08,8.185535156
morganhommee0636,2020-04,2.04965918
kostarestoed2e6,2020-04,0.010920898
jimmmaynce6b,2020-08,0.981248047
kanakarishce8c,2020-10,3.557385742
maabes905bg16,2020-08,0.253310547
khalifa_is3d51,2020-04,0.068290039
haniramzan9257146,2020-08,0.278994141
tahasaiyed134c58,2020-12,2.492990234
alessandraasaro0507d559,2020-09,0.179545898
mwmw02050527d66,2020-05,0.534989258
anthonyrojas53a952,2020-11,0.203595703
kyleleeoracle61j36,2020-05,0.064356445
sjozsue5f3b6,2020-12,3.706113281
betournayalexandre22bf6,2020-10,1.092202148
282439zz,2021-12,11.15414355
ericarenales6a2e,2020-10,0.277001953
sbelkalai9e6d,2021-01,4.949289063
sz48576,2020-04,1.487681641
newbie081904f966,2020-07,2.397450195
jeremyshephard6ebf6,2020-05,1.509172852
gavinscottp1183a1,2020-11,0.182754883
winsonc901c78,2020-11,0.439500977
scoobydred5fb6,2020-10,0.472610352
belalbayoudh5136gb6,2020-06,1.049279297
wnezh0415d13a6,2020-05,6.395487305
kichansupd774,2022-01,2.017555664
john_bullock80496,2020-04,0.007103516
cohnjarrett2eab6,2020-05,0.266808594
antbaylis058f6,2020-09,3.384782227
cross817482,2020-10,3.235094727
aminbasit7863d27,2020-12,0.586154297
crazydjslayer974c,2020-08,1.242063477
282931zzxz,2022-01,0.010751953
jmblitzer0caa,2020-10,0.969673828
davilafranky93621e2,2020-07,1.019353516
swtloveabby4953,2020-12,0.679048828
jrodriguez2494ccafzzxz,2022-01,0.083967773
gabgab767ff62,2020-10,0.800888672
oabdllatifc244,2020-07,0.031260742
sjozsue5f3b6,2020-11,5.584623047
1291880zz,2021-12,0.442146484
johnh20028ab36,2020-05,1.526129883
ihypeceobc85,2020-07,7.607004883
marcovong1997eac8,2020-09,2.475802734
liqingye31a454,2020-07,2.290463867
tjdescheneau0d41,2020-09,0.007666992
xxvi5xx347acdd6,2020-04,0.09290918
seanvu2000efa4,2020-06,0.941953125
sneakermami986b30,2020-06,4.850525391
paopaomax23138b,2021-01,0.563414063
anson900907e1266,2020-05,1.84059082
hrivas5726a90d,2021-01,0.02768457
cartnsole4b3b6,2020-04,3.00140332
yan235189070ab6b6,2020-07,1.318822266
elmohoustonf72a,2020-08,9.703292969
chengy724f8ce,2020-12,3.408094727
joshuamarch2180,2020-10,3.573339844
hariskhantareen96e3,2020-11,1.415319336
kuraiichiiaa1e,2020-12,1.869014648
hyxderahmeddc966,2020-06,0.853827148
baselayoub0125c1,2020-12,0.901860352
andrenguyen42dc98,2020-10,3.007439453
giannidazzab43d,2020-09,0.435983398
tytyj13539a5,2021-12,2.351200195
maxraheywoodca3a,2020-05,0.870235352
ilymon8b006,2020-04,6.238629883
quan0720011da046,2020-05,0.713029297
qais83177e41,2020-09,0.221566406
markgingcoo5357,2020-08,0.007107422
nyatokichi77bd,2020-10,0.477824219
kokwee198377c2,2020-05,3.323173828
ndiruzza226e826,2020-06,1.211125977
supremereng86ff,2020-09,0.002916016
wilsinrkoc4bb,2020-08,3.081848633
rjdmrox4c556,2020-08,1.090505859
tomsneakerlife1b5a,2020-12,0.465296875
justinflores71889df,2020-09,0.083063477
yahamud1017799,2020-04,0.301875977
neenvacc33dd,2020-05,0.451777344
dontamana9967,2020-10,0.99706543
azaverofficiale303,2020-07,0.195094727
xero125850b5,2020-09,1.446602539
120307365dec96,2020-04,0.841189453
546578zz,2021-12,1.421585938
martinpuman5972,2020-10,1.25350293
thejedipacman706e,2020-04,1.256010742
jeperaza958cc36,2020-08,14.12343359
nspirea53e6,2020-04,1.219140625
qijidd12206,2020-06,0.004137695
mattscafuri2e25,2020-10,0.803493164
poweredbywavecc636,2020-04,0.686817383
bkeough967d7b6,2020-09,0.193117188
migo913e089,2021-01,2.065791992
tobigurung157c68,2020-07,0.009756836
lcawiszus30f5,2020-09,3.352246094
masterlegend311082f6,2020-05,3.006166016
2kgraphicz0ada,2020-09,0.468074219
nicholassukhdeo121486,2020-04,2.13594043
dylannguyen007472a6,2020-04,0.226369141
chaseleon22703bb,2020-06,0.585890625
00cactusjack002eda,2020-09,0.824944336
shecopsinquirya024,2020-12,1.211303711
bgershengorn661d,2020-09,3.560076172
julian_cavazos55db,2020-12,5.91300293
wewacoking9e37,2020-08,2.847361328
jaybrandao35aae,2020-12,0.451595703
edonmehmetaj05cdbd,2020-09,0.048818359
danielcantafio6c73,2020-09,1.640664063
mar3inv957840,2020-12,0.000597656
mcintoshbrendan2234ca,2020-08,0.000844727
jamusakiof891,2020-10,5.680485352
maheshnimmagadda434c9,2020-05,34.5555957
jercel0104001e36,2020-04,0.006595703
vng3lbusiness9e4c,2020-04,1.461518555
lkaan10033c0f,2020-08,0.060361328
dp12b2000675e6,2020-10,1.212110352
dcdannychung4aff,2020-08,3.91590918
rickygarza11187622,2020-12,0.214162109
rendirwn82cd5,2020-09,5.266919922
adibsarakbyf3ce,2020-10,0.188540039
bc2k195616,2020-06,0.048803711
283464zz,2021-12,4.01775
dbiesenbaumf55e6,2020-11,6.863898438
xujie667851021430,2020-12,2.19222168
vrobby25278a6,2020-08,0.155351563
chriscarreonee09,2020-06,0.067856445
joeydonaldsonf1236,2020-06,1.415580078
tsbkicks8885b5f6,2020-04,0.241041992
mwbfreshkid87cd6,2020-06,0.456508789
eggsuper2008f8c56,2020-06,0.111898438
alexvarela3938,2020-07,3.05284375
choptoemo3f98,2020-09,2.210928711
eddiepettia3c4,2020-10,1.053813477
trevorevans799260f56,2020-05,0.496216797
alosman2461cf,2020-11,1.084756836
rjcooks45ada36,2020-08,2.591411133
robinatwal359b1d,2020-10,0.888681641
joshuabeyer2c2b06,2020-06,0.938699219
anftkfkaa0f5,2020-07,0.063422852
adrianking12194d38,2020-10,0.290867188
pop94101c2f6,2020-04,2.109727539
merlionaqv77096,2020-07,0.781838867
splashforceburner9998443,2020-10,3.69224707
nicholasplacek18ecd,2020-06,0.238835938
mannadtlae4326,2020-09,0.179454102
283165zzxz,2022-01,0.21056543
rossmckillop191bdf,2020-08,3.652832031
orellana210963c66,2020-10,2.052996094
newbie081904f966,2020-08,1.096697266
yan235189070ab6b6,2020-06,1.548366211
powellanijah5ff0,2020-08,0.173683594
youneslahsiniaebfd6,2020-12,0.359133789
theiroyt3994,2020-09,0.489116211
cyberburner2394556,2020-04,2.164207031
keelingcam44c1,2020-06,0.119286133
kevinsimjiashu17756,2020-12,0.294063477
joeyee1512006a006,2020-12,0.318040039
mitch58e5786,2021-01,0.043616211
hypebeastron099e,2020-09,2.663969727
dnkr92c0a7,2020-05,1.20515625
sebaistank20022ed4,2020-08,2.476057617
1238363zz,2021-12,5.005572266
giagoninico99c06,2020-05,5.752707031
techycaveman200e,2020-06,0.83684082
marcozhaosc9d486,2020-05,0.135955078
shaozhifei1989f55c6,2020-06,1.110639648
snipingstyle5210ffdb,2020-08,0.058777344
guoliangli8023a6726,2020-04,3.175461914
5mindump11e1,2020-10,1.026441406
hyongvin198d4,2020-08,0.899930664
mikerogoc1a46,2020-04,0.987235352
ndiruzza226e826,2020-10,0.203546875
jiahaohan1997a705,2020-09,1.879115234
tejasmandalia3d9f,2020-09,0.12915625
j_figueroa559121,2020-11,0.638688477
markgingcoo5357,2020-10,1.12103125
rkkopker509cf4f6,2020-04,2.209641602
corporatesteezco8b02,2020-06,0.067975586
deviantsquire8abb6,2020-04,0.000100586
tallhong8e726,2020-05,0.191426758
phild42732448586,2020-04,1.968116211
merk1the1game6014z,2022-01,0.079710938
taubeaidan50bd6,2020-07,0.274442383
acpercent9461,2021-01,0.136944336
huynsneakersc007,2020-11,0.142280273
ssaucedo760020d,2020-08,1.541318359
108chocolateraind6176,2020-04,2.063160156
jasonmaheru4644,2020-09,1.047575195
northsideretro2309e4,2020-11,2.457581055
vincecre259ff6,2020-05,0.408109375
mchou078340c9,2020-08,0.239109375
jrrubiopanda970c6,2020-04,1.968802734
bennypena1337c1756,2020-04,0.002185547
benacremybb926,2020-04,2.09578125
ajalvarez87df796,2020-07,2.240064453
jercel0104009397,2020-12,3.099695313
staticflow28416b6,2020-04,0.113157227
ryusbot6c1c,2020-08,6.168856445
overwatchh01a38a,2020-11,1.960959961
rangersiron8111f7b26,2020-12,0.82409375
jumpmanonly12347a0b,2020-11,2.73E-05
ddempster71bc36,2020-05,0.379124023
cpangia88176596,2020-07,0.411303711
battlehardena562,2020-06,0.384753906
soledoutatxfa906,2020-12,0
888460735c0,2020-05,0.657231445
ebermosquedacr73f6a,2020-08,0.129832031
lmilanka1118820,2020-12,1.43834375
johngottuso1ca86,2020-05,0.043980469
randyaxelson2ac2,2020-08,0.818545898
8143387396d3,2020-07,4.082573242
neenvacc33dd,2020-07,0.001006836
markthomas12b849,2020-10,0.078916992
504kickzfe72,2020-11,2.961524414
phild42732448586,2020-08,1.306387695
garayernestod4ca,2020-04,0.000196289
verajonny7e8e7,2020-05,2.299115234
nicoelgreengoa69f,2020-10,0.950180664
nrichcreative09b56,2020-11,0.39350293
libra00337c01e,2020-09,0.655762695
dylanboekholt4c44,2020-09,1.987519531
braydenduong384e6,2020-11,2.335083008
hmr10233d3a,2020-10,7.455644531
dimapilesdee20243f,2020-07,0.244541016
devonpersaud09e2f2zz,2021-12,0.051884766
quincychen95469b6,2020-04,0.038321289
ihypeceobc85,2020-06,5.209852539
jacobmulherin115491bd5,2022-01,3.026614258
davidhunm9f3d6,2020-08,0.299414063
adwalters5ce2xz,2022-01,2.764485352
brandonharmon82f26b,2020-12,0.156907227
chriscuzco91f934,2020-09,5.369231445
dailyshoefrenzy53e6,2020-12,0.073510742
adtjr12489d8,2020-11,0.42434082
sagestar1545eb,2020-07,0.242630859
giovannimedrano1989a908,2020-09,0.647722656
hellof3646,2020-09,1.637012695
glopez85208e8,2020-08,0.643930664
tianguoo96e3d46,2020-12,12.01431934
arielalejo994d26,2020-06,0.092141602
dcsneak1f6136,2020-04,3.203285156
ekimxilla827d6,2020-04,0.546742188
memoavila90060a26,2020-04,2.005033203
1036901zz,2021-12,6.288388672
jabrilholley30tds6f64,2020-12,0.283180664
282414zz,2021-12,29.85899512
nicoplayz9763266,2020-04,0.224296875
jasonngu88859ba,2020-10,2.822118164
mee59b,2020-10,21.27329785
joeyee1512006a006,2020-07,0.108667969
sebaistank20022ed4,2020-09,0.062806641
taniguchikoji100552f,2020-10,5.082875977
tinkergege95566,2020-05,0.192517578
slashproxiestestuser,2020-03,0.000324219
wolfmansneakers4c8d6,2020-04,0.000396484
ozzzy6203a25,2020-07,0.054305664
zltn63113df4,2020-06,0.384983398
mh1010994df86,2020-08,0.391297852
magendary8e7a,2020-10,3.004311523
thehaji332e9e6,2020-12,0.100089844
zacharykrauss222946,2020-10,4.290963867
peteredwardj9c6e36,2020-08,0.000164063
jeremy13mathew1598zzxz,2022-01,0
trevorevans799260f56,2020-12,0.112512695
bindeng19737110,2020-05,0.767454102
jbaylis110b621,2020-07,0.01715625
jbirnbau5579,2020-12,0.259013672
rzst562f713,2020-09,0.248048828
bryanab8849696,2020-11,0.029932617
yaamirahmedb6926,2020-09,1.579947266
cuhhjoetra575915,2020-08,4.725751953
kuniyoshi04163c0a,2020-11,0.095614258
rogercasas563938,2020-08,0.012544922
luisrrobles156a42,2020-07,15.08120801
normavance4e0,2020-04,1.009188477
fadiothman227480,2020-12,0.927851563
simransingh_56e284,2020-10,0.263582031
scoobydred5fb6,2020-07,0.433143555
dj_ez_rock05946a,2020-12,0.008756836
giagoninico99c06,2020-04,3.487348633
menzinc27c56,2020-04,3.159987305
dandrewchaidez233a729,2020-07,0.904749023
722873zz,2021-12,0.879195313
jayceemichael050a,2020-09,0.004734375
alle56918badf,2020-06,0.431827148
hohmannmarvene48d,2020-12,0.036168945
shakoun46a2de6,2020-05,0.403326172
lokiplop941b6,2020-04,0.122871094
rajjsingh6574916,2020-04,1.767408203
scottmorgan9171434,2020-07,0.472549805
nickolasmiller25f3bb6,2020-04,4.381257813
danijsaguiar0c65,2020-09,0.860874023
juan23jzeed1,2020-09,0.244411133
rogersvte0f36,2020-04,2.557073242
nightabyss8fbb,2020-10,8.316594727
tay513857a53,2020-08,0.101119141
ellingtonchazz93df,2020-10,1.628995117
chuquang251209bc616,2020-07,0.569798828
flylaliboy228b,2020-08,36.47716211
bpksneakersaa79,2020-10,0.562208008
twstdabomb21d2bd,2020-06,1.000647461
marekggawlak83df,2020-11,5.182681641
dtruong24b5be6,2020-07,0.979783203
snkrtony333a08,2020-06,1.447234375
sujotchris555c,2020-08,2.44202832
mintocops74d4,2020-08,26.96292383
jessebergenbaum4d3a,2020-07,0.089932617
rohant00733eazz,2021-12,1.392150391
1241396zz,2021-12,0.471633789
roquemasona924,2020-05,1.809708008
gabrielcaparas088b42,2020-07,3.757711914
crashawesome285bcf6,2020-05,0.003018555
bilalbajara40d6,2020-06,0.933729492
den4ik25top5v796,2020-12,0.025708984
vrobby25278a6,2020-11,1.656109375
cloud95sigmacdc8,2020-07,15.78231934
fionathongsf76756,2020-05,2.410020508
aaren_cortesc4186,2020-06,3.408349609
lkaan10033c0f,2020-05,0.524516602
jalenredwood25bba9,2020-07,0.476902344
melkhoury22b603,2020-09,3.912546875
reheartsu82436,2020-05,1.110863281
thebeaniekingbusiness1a41,2020-10,0.715268555
cheahanthony1e776,2020-07,0.078999023
vanhuynh52018f526,2020-11,1.324658203
ngsongfengf6036,2020-07,0.679208008
stephskiis2ab6,2021-01,0.63165332
goodonyou_lps8e8b,2020-09,0.864473633
edcraddock9138,2020-06,0.632550781
mcmxiia1105,2020-07,0.059972656
alexlovesreeses5d07,2020-07,10.16486719
kevnis204661a6,2020-08,0.454299805
venueri1001ff28,2020-10,0.001457031
miguelcontla25e26,2020-09,0.085410156
tensiles3a01,2020-10,0.000301758
justinz1240b8c6,2020-04,2.332558594
alee0255533d3,2020-09,6.35997168
danielsalgado97c26d,2020-09,2.189303711
brianwonse32566,2020-04,0.303344727
andreimelenciuc121b066,2020-07,0.770646484
eshaandatardeb26,2020-07,1.237853516
devindavie2225f206,2020-04,0.299603516
ybarrachristopher50e9,2020-09,9.585820313
killaclaymane31ff,2020-12,3.992249023
jackwloomisce82,2020-09,0.083207031
liuhao8352be0f6,2020-04,0.033982422
mrgregtana929,2020-12,0.419066406
nartnarffe76,2020-05,0.012963867
ssingh25926d446,2020-06,0.426931641
marcantoinegaudreault200150806,2020-06,0.019977539
venueri1001ff28,2020-06,0.606386719
bpatricknichols05383zz,2021-12,0.006547852
checkoutsfc05,2020-07,3.06959668
carpiojustin89986,2021-01,0.000385742
omotayo_jeyifouse4c4,2020-08,1.763114258
1212866zzxz,2022-01,0.257447266
yujason2135bfa6,2020-06,0.410505859
