Subuser,Date,"Bandwidth Usage"
bachi1311fe0,2020-12,1.249295898
baconlink1402ce6,2020-04,0.043391602
baconlink1402ce6,2020-05,0.00000293
baconlink1402ce6,2020-06,0.039581055
baconlink1402ce6,2020-07,0.217924805
baconlink1402ce6,2020-08,0.126357422
baconlink1402ce6,2020-09,0.000961914
baconlink1402ce6,2020-10,0.125445313
baconlink1402ce6,2020-11,0.002749023
bacula9030c5,2020-12,0.895567383
bacula9032ff6,2020-04,1.510707031
bacula9032ff6,2020-05,0.772945313
bacula9032ff6,2020-06,1.075804688
bacula9032ff6,2020-10,0.796474609
bacula9032ff6,2020-12,0.001855469
baddnewz7183ccf,2021-12,2.003109375
badonkd212,2020-04,0.841882813
badonkd212,2020-05,0.240639648
badstarsgbltd93ac6,2020-05,1.266310547
badstarsgbltd93ac6,2020-06,0.225670898
baezcarlos943300zz,2021-12,0.354917969
bahuy26e9f,2020-09,2.000875977
bahuy26e9f,2020-10,7.747536133
bahuy35055,2020-10,0.097958008
bahuy35055,2020-11,2.937074219
bahuy360f5,2020-10,15.63534082
bahuy610d,2020-09,10.29923145
bairdbaird20054ede,2020-05,2.401410156
bairdbaird20054ede,2020-11,1.489576172
bairdbaird20054ede,2020-12,10.17568652
bairdbaird20054ede,2021-01,0.175163086
bairdbaird2005b621,2020-05,3.520505859
bairdbaird2005b621,2020-06,3.694757813
bairdbaird2005b621,2020-07,2.351700195
bairdbaird2005b621,2020-08,3.289386719
bairdbaird2005b621,2020-09,5.075788086
bairdbaird2005b621,2020-10,3.069368164
bairdbaird2005b621,2020-11,0.001327148
bairdbaird2005b621,2020-12,0.000365234
bak2bopnfed7,2022-01,2.252269531
balkowni102cd9,2020-04,0.976455078
balkowni102cd9,2020-10,1.158500977
balkowni102cd9,2020-11,0.118990234
ballcorz566e04,2020-12,3.616751953
banhdieuduc1205a515,2020-08,0.044995117
banhdieuduc1205a515,2020-09,1.204438477
banhdieuduc1205a515,2020-10,0.055212891
banhdieuduc23121318,2020-08,4.883787109
banhdieuduc23121318,2020-09,1.354044922
baptisteboreillo1b3d,2020-04,2.070632813
baptisteboreillo1b3d,2020-05,5.104939453
barbcharley53ff77,2020-10,0.976669922
barbcharley53ff77,2020-11,0.101783203
barbcharley53ff77,2020-12,0.039664063
barberevanr8915c48,2020-12,3.036677734
barberevanra016,2020-10,1.914753906
barberevanra016,2020-11,0.865823242
barberevanra016,2020-12,3.441375977
barberevanrb902,2020-08,0.035929688
barberevanrb902,2020-09,0.821496094
barberevanrb902,2020-10,1.347381836
barryallentheflash12bfee,2020-09,0.021990234
barryallentheflash12bfee,2020-10,0.406126953
barryallentheflash12bfee,2020-11,0.001564453
barsam10118ba,2020-10,4.728487305
barsam10118ba,2020-11,6.610102539
barsam1012b56,2020-12,6.150467773
barsam1012b56,2021-01,1.747944336
barsam1019e87,2020-08,1.033913086
barsam1019e87,2020-09,1.607728516
barsam1019e87,2020-10,2.339797852
baseballfan1418eee4,2020-10,3.86600293
baseballfan1418eee4,2020-11,0.024029297
baseballfan1418eee4,2020-12,0.002288086
baseballfan1418f62e,2020-12,0.098844727
baselayoub0125c1,2020-10,0.01996875
baselayoub0125c1,2020-11,1.165243164
baselayoub0125c1,2020-12,0.901860352
basitali000089189,2020-10,0.57378418
basitali00008e64f,2020-12,0.413120117
bassour243ed6d,2020-12,2.013852539
bastientrossat10a23,2020-07,0.482071289
bastientrossat10a23,2020-08,0.672222656
bastientrossat10a23,2021-01,0.005952148
batAnakamura6fadzz,2021-12,24.84325098
batAnakamura6fadzzxz,2022-01,11.28945703
battlehardena562,2020-04,9.403240234
battlehardena562,2020-05,10.30852051
battlehardena562,2020-06,0.384753906
battlehardena562,2020-07,6.754128906
battlehardena562,2020-08,1.435844727
bbbrucechenc3e86,2020-04,2.612615234
bbbrucechenc3e86,2020-05,0.000447266
bbimg89214342,2020-04,0.059929688
bbimg89214342,2020-07,0.066016602
bbimg89214342,2020-08,0.933956055
bbimg89214342,2020-09,0.179322266
bbimg89214342,2020-10,0.170235352
bbimg89214342,2020-11,0.002824219
bbimg89214342,2020-12,6.362206055
bc2k195616,2020-06,0.048803711
bc2k195616,2020-07,0.27778418
bc2k195616,2020-08,0.73884375
bcastro5676080c,2020-08,0.9291875
bcastro5676080c,2020-09,0.000636719
bchiu18a9706,2020-04,0.503143555
bchiu18a9706,2020-05,0.864165039
bchiu18a9706,2020-07,0.036764648
bchiu18a9706,2020-09,1.546800781
bchiu18a9706,2020-10,7.340966797
bdegray922293,2020-08,0.099092773
bdegray922293,2020-09,0.075142578
bdeltoroce971,2020-08,0.405014648
bdeltoroce971,2020-09,2.104182617
beagleflynn2743,2020-09,1.729881836
beagleflynn2743,2020-10,1.527709961
beagleflynn2743,2020-11,0.366204102
beagleflynn2743,2020-12,0.493085938
bean2611ced9,2020-05,1.504333984
bean2611ced9,2020-06,0.360384766
bean2611ced9,2020-07,2.420376953
bean2611ced9,2020-08,0.000644531
beatsbyvegamain6808,2020-10,1.505317383
beatsbyvegamain6808,2020-11,0.541862305
beatsbyvegamain6808,2021-01,0.146220703
bebepferrer510106d6,2020-04,2.102904297
bebepferrer510106d6,2020-05,5.708015625
bebepferrer510106d6,2020-08,0.003125
bebepferrer510106d6,2020-09,2.008433594
bebepferrer510106d6,2020-10,0.221552734
beday1997c7886,2020-04,3.073532227
beezy20054d04,2020-08,0.267647461
beezy20054d04,2020-09,0.816900391
beezy20054d04,2020-10,0.005475586
bekheet5558c24,2020-11,2.451845703
belalbayoudh5136gb6,2020-04,2.110967773
belalbayoudh5136gb6,2020-05,1.359477539
belalbayoudh5136gb6,2020-06,1.049279297
ben101920zz,2021-12,26.20672754
ben101920zzxz,2022-01,10.03480469
ben23thompson98406,2020-04,0.1644375
ben23thompson98406,2020-05,0.094643555
ben23thompson98406,2020-06,0.965723633
ben23thompson98406,2020-07,1.050818359
ben2879,2020-04,0.02456543
ben2879,2020-05,2.775018555
ben2879,2020-06,0.004053711
ben2879,2020-07,0.003053711
ben2ebc,2020-05,0.348509766
benacremybb926,2020-04,2.09578125
benborek5ee5,2020-10,3.65869043
bendito2k8fff,2020-06,1.767290039
benfauller42bfzz,2021-12,0.198511719
benfauller42bfzzxz,2022-01,0.801970703
benfinlay33382c6,2020-09,2.271732422
benfinlay3338573,2020-07,5.52387207
benfinlay3338573,2020-08,0.842542969
benjaminlouisgordon2c07,2020-10,0.009043945
benmeindl17ba86,2020-09,1.040396484
bennnnnyyyyye6ac,2020-09,1.544173828
bennnnnyyyyye6ac,2020-10,0.680929688
bennnnnyyyyye6ac,2020-11,0.003523438
bennyho2405f7cb,2020-08,0.245693359
bennyho2405f7cb,2020-09,0.013320313
bennyho2405f7cb,2020-10,4.197473633
bennypena1337c1756,2020-04,0.002185547
bennypena1337c1756,2020-05,0.20052832
bennypena1337c1756,2020-06,0.096387695
bennypena1337c1756,2020-07,9.969706055
bennypena1337c1756,2020-08,2.152916016
bennypena1337c1756,2020-09,0.677166016
bennypena1337c1756,2020-10,3.240631836
bennypena1337c1756,2020-11,0.477334961
bennypena1337c1756,2020-12,8.791650391
benzosantana197f7d,2020-12,2.525200195
benzosantana197f7d,2021-01,0.01347168
betosanchez25832c81,2020-05,2.059231445
betosanchez25832c81,2020-06,1.367130859
betosanchez25832c81,2020-07,9.793171875
betournayalexandre22bf6,2020-04,2.239095703
betournayalexandre22bf6,2020-05,3.670141602
betournayalexandre22bf6,2020-06,1.726166992
betournayalexandre22bf6,2020-07,0.15349707
betournayalexandre22bf6,2020-08,1.899084961
betournayalexandre22bf6,2020-09,0.38944043
betournayalexandre22bf6,2020-10,1.092202148
betournayalexandre22bf6,2020-11,0.919477539
betournayalexandre22bf6,2020-12,0.018119141
betterbinder08e2,2020-08,6.417671875
betterbinder08e2,2020-09,0.704973633
betterbinder08e2,2020-10,0.050993164
bfe8514ea86,2020-04,0.046847656
bfe8514ea86,2020-12,2.172837891
bgershengorn661d,2020-06,0.787886719
bgershengorn661d,2020-07,3.627875
bgershengorn661d,2020-08,2.225689453
bgershengorn661d,2020-09,3.560076172
bgmaisonneuve9974,2020-09,0.047529297
bgmaisonneuve9974,2020-10,1.887926758
bibunsekibun20058a79,2020-08,1.251647461
bibunsekibun20058a79,2020-09,0.002199219
bibunsekibun20058a79,2020-11,0.118075195
bibunsekibun20058a79,2020-12,0.653405273
bigchuckwang4f40,2020-07,0.945395508
bigchuckwang4f40,2020-08,6.10328418
bigchuckwang4f40,2020-09,4.975199219
bigchuckwang4f40,2020-10,6.191725586
bigchuckwang4f40,2020-11,1.296163086
bigdaddypcsneaks861d,2020-08,0.218504883
bigdaddypcsneaks861d,2020-09,2.158474609
bigdaddypcsneaks861d,2020-10,0.63106543
bigdraws3dc4,2020-10,5.657307617
bigdraws3dc4,2020-11,6.369825195
bigkevbig11445a,2021-12,9.920702148
bilalbajara40d6,2020-04,0.001398438
bilalbajara40d6,2020-06,0.933729492
bilalbajara40d6,2020-07,0.0000205
billalo1172576,2020-08,6.405981445
billchan323890fzz,2021-12,0.076527344
billhsneakersf7b9,2020-04,1.867314453
billhsneakersf7b9,2020-06,0.019189453
billviv28ed56,2020-08,7.911029297
billynx1997b72a,2020-10,1.075438477
billynx1997b72a,2020-11,5.100058594
billynx1997e998,2020-10,1.050806641
billynx1997e998,2020-11,1.739959961
bimmer1wh80b66,2021-01,0.000383789
bindeng19737110,2020-05,0.767454102
bindeng19737110,2020-06,1.356982422
bindeng19737110,2020-12,2.513479492
binnymilstein4d8c,2020-05,2.185032227
binnymilstein4d8c,2020-06,0.22234668
bishoskickz99cb6,2020-04,0.393389648
bishoskickz99cb6,2020-05,1.309072266
bishoskickz99cb6,2020-06,0.351719727
bishoskickz99cb6,2020-10,0.199052734
bishoskickz99cb6,2020-11,4.501025391
bishoskickz99cb6,2020-12,1.669209961
bizzlebrains0fcf,2020-05,1.137980469
bizzlebrains0fcf,2020-06,0.07137793
bizzlebrains0fcf,2020-07,0.729716797
bjchengzka858,2020-04,2.823088867
bjchengzka858,2020-05,1.243823242
bjk7119e7fe,2020-09,0.325341797
bjk7119e7fe,2020-11,0.006604492
bkdalde5f28,2020-08,0.492756836
bkeough967d7b6,2020-04,0.28050293
bkeough967d7b6,2020-05,1.149516602
bkeough967d7b6,2020-06,0.674327148
bkeough967d7b6,2020-07,0.170208008
bkeough967d7b6,2020-09,0.193117188
bkeough967d7b6,2020-10,0.08643457
bkeough967d7b6,2020-11,0.749469727
bkeough967d7b6,2020-12,9.323782227
bl40sneakers102c,2020-09,5.425799805
bl40sneakers102c,2020-10,2.256388672
bl40sneakers102c,2020-11,2.178171875
bl40sneakers102c,2020-12,0.104323242
blackchris997ce0,2020-09,0.014816406
blackfingettera7b86,2020-04,0.009425781
blackfingettera7b86,2020-05,0.001388672
blackfingettera7b86,2020-06,0.034720703
blackfingettera7b86,2020-07,0.145069336
blackfingettera7b86,2020-08,0.944266602
blackfingettera7b86,2020-10,0.276736328
blackfingettera7b86,2020-11,2.784220703
blackfingettera7b86,2020-12,13.44848242
blackfingettera7b86,2021-01,2.950402344
blackhamajay5ae26,2020-04,1.107624023
blasties3p6463,2020-04,1.331310547
blasties3p6463,2020-05,5.545648438
blasties3p6463,2020-06,1.985272461
blasties3p6463,2020-07,2.782280273
blasties3p6463,2020-08,0.410320313
blasties3p6463,2020-09,4.819859375
blazekickz4sale6d27,2020-12,0.080392578
blazepile434b69czz,2021-12,0.148285156
blazepile434b69czzxz,2022-01,0.272640625
blessme1014a2bzz,2021-12,0.508518555
bloojn239c,2020-11,0.973728516
bloojn239c,2020-12,0.282688477
bloojn239c,2021-01,0.131195313
bluekevin55690ec,2020-04,0.247807617
bluekevin55690ec,2020-05,1.399354492
bluekevin55690ec,2020-06,0.228643555
bluekevin55690ec,2020-07,1.825970703
bluesprivate8df6,2020-10,0.000838867
bluesprivate8df6,2020-11,0.000272461
bluntegg29cf6,2020-04,0.592449219
bluntegg29cf6,2020-05,0.701299805
bluntegg29cf6,2020-06,0.008044922
bluntegg29cf6,2020-07,0.001212891
bluntegg29cf6,2020-08,0.016007813
bluntegg29cf6,2020-09,0.004535156
bluntegg29cf6,2020-10,0.099708008
bluntegg29cf6,2020-11,0.084444336
bluntegg29cf6,2020-12,0.84040918
blzmoxxx9504,2020-12,0.113609375
blzmoxxx9504,2021-01,0.002548828
bmgonzo8c958,2020-08,2.852829102
bmgonzo8c958,2020-09,2.801589844
bnpcrew808a7ad6,2020-04,2.220768555
bnpcrew808a7ad6,2020-05,0.191399414
bnpcrew808a7ad6,2020-06,0.0000879
bnpcrew808a7ad6,2020-08,0.79315918
bob123lei5644,2020-08,3.07759668
bob123leie0da,2020-11,0.683842773
bob123leie0da,2020-12,4.367014648
bob123leie0da,2021-01,2.298066406
bobbymok2207dceb,2020-07,2.619086914
bobbymok2207dceb,2020-08,0.015116211
bobobasket11115443,2020-11,0.381705078
bobobasket11115443,2020-12,1.105111328
bobshimdtaz997b,2020-10,2.073942383
bobyzhengjianbaoc0aa6,2020-04,2.001548828
bobyzhengjianbaoc0aa6,2020-10,2.531138672
bofakicks16e36,2020-04,0.197878906
bofakicks16e36,2020-05,0.112258789
bofakicks16e36,2020-06,1.699757813
bofakicks16e36,2020-07,0.135307617
bofakicks16e36,2020-09,0.33178125
bofakicks16e36,2020-10,0.139213867
bognargyula228f4,2020-09,0.317691406
bognargyula228f4,2020-12,0.005719727
bognargyula23b30,2020-05,0.034935547
bognargyula23b30,2020-06,0.000360352
bokcheon260187,2020-08,2.291542969
bokcheon260187,2020-09,0.016146484
bokcheon260187,2020-10,0.086289063
bokcheon260187,2020-11,0.002253906
bokcheon26f94f,2020-08,4.815004883
boliviankicks41db,2020-07,3.263172852
bonpri3543be,2020-12,0.69919043
boonhaoyeo3c856,2020-04,0.256992188
boonhaoyeo3c856,2020-05,1.732400391
boonhaoyeo3c856,2020-06,0.042833984
boonhaoyeo3c856,2020-10,0.127244141
boonhaoyeo3c856,2020-11,0.14403125
boonhaoyeo3c856,2021-01,0.342928711
boostedsn95x95be6,2020-04,0.729842773
boostedsn95x95be6,2020-05,0.336316406
boostedsn95x95be6,2020-08,0.256119141
boostedsn95x95be6,2020-09,1.60050293
boostedsn95x95be6,2020-10,0.061487305
boostedsn95x95be6,2020-11,0.000141602
boostedsn95x95be6,2020-12,0.00444043
borlascajc9f5,2020-11,1.099618164
borlascajc9f5,2020-12,0.55234375
bosswahab549a30,2020-10,0.075644531
bosswahab549a30,2020-11,3.348484375
bosswahab549a30,2020-12,7.292806641
bosswahab54bf37,2020-08,4.081160156
bosswahab54bf37,2020-09,2.922662109
bosswahab54bf37,2020-10,1.985501953
botaboom954736e,2021-12,1.352880859
botaboom954736exz,2022-01,0.021700195
botterboysawyerb29a,2021-12,1.258382813
bottingwithjdc6f6,2020-04,6.303511719
bottingwithjdc6f6,2020-05,1.438694336
bottingwithjdc6f6,2020-06,0.019926758
bournetactical1d4a,2020-10,6.818373047
bouvierflorian9c9a6,2020-04,0.413100586
bouvierflorian9c9a6,2020-05,0.767981445
bouvierflorian9c9a6,2020-06,1.069244141
bouvierflorian9c9a6,2020-07,2.431679688
bouvierflorian9c9a6,2020-08,1.84831543
bouvierflorian9c9a6,2020-09,1.128924805
bouvierflorian9c9a6,2020-12,0.961421875
bouvierflorian9c9a6,2021-01,0.227709961
boxheadtwoplay74b7,2020-12,0.00000391
boykevin211f9czz,2021-12,4.651074219
boykevin211f9czzxz,2022-01,3.714579102
bpatricknichols05383zz,2021-12,0.006547852
bpatricknichols05383zzxz,2022-01,0.425643555
bpksneakersaa79,2020-09,4.843200195
bpksneakersaa79,2020-10,0.562208008
bpksneakersaa79,2020-11,0.127805664
bradbacchus741f4,2020-12,0.201084961
bradbacchus741f4,2021-01,0.31362793
bradleybreisch3e5c6,2020-04,0.114770508
bradleybreisch3e5c6,2020-05,5.254477539
bradleyliebman9575,2020-04,0.425734375
bradleyliebman9575,2020-05,12.66573047
bradleyliebman9575,2020-06,4.989618164
bradleyliebman9575,2020-07,3.187449219
bradleyliebman9575,2020-12,0.208866211
bradleyliebman9575,2021-01,0.020216797
bradleywinters04023450zz,2021-12,1.847647461
bradnadeau2487e6,2020-04,0.292388672
bradnadeau2487e6,2020-05,0.008967773
bradnadeau2487e6,2020-06,0.018433594
bradnadeau2487e6,2020-07,2.01749707
bradsbalogh9b1b,2020-06,0.007180664
bradsbalogh9b1b,2020-07,2.971507813
bradsbalogh9b1b,2020-08,0.473182617
bradsbalogh9b1b,2020-09,0.041390625
bradybadour22ada5,2020-09,0.314235352
bradybadour22ada5,2020-10,0.16840625
bradyeng9eb7a,2020-07,1.345139648
bradyeng9eb7a,2020-08,0.34084375
bradyeng9eb7a,2020-09,0.395800781
bran6alex193f6,2020-04,0.005947266
bran6alex193f6,2020-05,1.485546875
bran6alex193f6,2020-06,0.063163086
bran6alex193f6,2020-07,0.925510742
brandohernandoc185,2020-09,2.580419922
brandon23telleza8ae,2020-08,0.482625977
brandon23telleza8ae,2020-09,0.871712891
brandon9208,2020-06,2.927566406
brandon9208,2020-07,3.634067383
brandon9208,2020-08,18.9912041
brandon9208,2020-09,0.214689453
brandon9208,2020-10,24.62608301
brandon9208,2020-11,1.206081055
brandon9208,2020-12,19.70867676
brandon9208,2021-01,2.025608398
brandonandal6ada,2020-09,5.07855957
brandonclothingss4151,2020-10,9.243685547
brandonharmon82f26b,2020-12,0.156907227
brandonhuaabd6d,2020-06,2.01725
brandonhuaabd6d,2020-07,1.472345703
brandonhuaabd6d,2020-08,10.38807227
brandonhuaabd6d,2020-09,8.811411133
brandonhuaabd6d,2020-10,8.4333125
brandonhuaabd6d,2020-11,1.4783125
brandonhuaabd6d,2020-12,3.130737305
brandonjlassiterd96c,2022-01,0.903889648
brandonking5555bbbzz,2021-12,0.199400391
brandonlui88d7916,2020-04,5.741500977
brandonlui88d7916,2020-05,6.178288086
brandonlui88d7916,2020-06,0.201170898
brandonramirez259ca2,2020-11,0.140363281
brandonramirez259ca2,2020-12,0.000829102
brandonrtlong955c6,2020-04,1.032819336
brandonsbque4eb66,2020-04,0.745645508
brandonsbque4eb66,2020-05,2.429174805
brandonsbque4eb66,2020-06,1.116305664
brandonsbque4eb66,2020-07,2.987199219
brandvrmmenc764,2020-05,1.160643555
brandvrmmenc764,2020-06,0.407824219
brandvrmmenc764,2020-07,1.023125977
brandvrmmenc764,2020-08,0.685762695
brandvrmmenc764,2020-09,0.361719727
brandvrmmenc764,2020-10,0.209511719
brandvrmmenc764,2020-11,0.345636719
brandvrmmenc764,2020-12,0.783054688
braniffdylan80e3,2020-07,0.253209961
braydenbed479172,2020-09,2.610169922
braydenduong384e6,2020-04,0.047552734
braydenduong384e6,2020-05,2.865358398
braydenduong384e6,2020-06,2.486078125
braydenduong384e6,2020-07,3.753353516
braydenduong384e6,2020-08,0.519064453
braydenduong384e6,2020-09,1.154637695
braydenduong384e6,2020-10,26.82969727
braydenduong384e6,2020-11,2.335083008
braydenduong384e6,2020-12,2.658171875
braydenduong384e6,2021-01,0.208171875
braydonp33d3e8,2020-07,0.044818359
braydonp33d3e8,2020-08,1.998958008
braydonp33d3e8,2020-09,0.383746094
brbartal249f1f6,2020-08,0.136470703
brcollet10b66c,2020-07,2.461078125
brendannieves0ba4,2020-09,0.002231445
brendannieves0ba4,2020-11,0.004706055
brenden64e66,2020-04,0.241075195
brenden64e66,2020-05,2.359391602
brendengruber8059,2020-10,0.024951172
brendengruber8059,2020-11,0.302447266
brendengruber8059,2020-12,3.783085938
brendengruberada8,2020-09,2.657905273
brendengruberada8,2020-10,3.146356445
brendengruberada8,2020-11,5.664869141
brentbdt421a18,2020-10,2.913855469
brentbdt426098,2020-08,2.362740234
brian7188170c57,2020-09,0.034024414
brian7188170c57,2020-10,2.571415039
brian93ea,2020-10,1.623770508
brian93ea,2020-11,1.804605469
brianalexanderbeatsa33b,2020-08,1.835730469
brianalexanderbeatsa33b,2020-09,0.136385742
brianalexanderbeatsa33b,2020-10,0.557712891
brianbanuelos4189f7,2020-08,0.00084082
brianbanuelos4189f7,2020-09,0.009274414
briandowdse848,2020-11,0.250107422
briandowdse848,2020-12,0.485203125
briane67ezz,2021-12,8.024353516
briane67ezzxz,2022-01,1.659610352
brianhernandez135e0cf,2020-04,0.960289063
brianhernandez135e0cf,2020-05,3.178413086
brianlamontfox91a27b,2020-08,0.192458984
brianlamontfox91a27b,2020-09,0.062975586
brianliu0512448f,2020-09,0.016730469
brianrealtyonegroup0f7d,2020-08,2.212959961
brianwonse32566,2020-04,0.303344727
brianwonse32566,2020-05,0.101790039
brianwonse32566,2020-06,0.146844727
brianwonse32566,2020-07,0.183216797
brianwonse32566,2020-12,0.084472656
brianwonse32566,2021-01,0.01377832
bricediomandebd42,2020-08,1.788479492
bricediomandebd42,2020-09,2.566089844
brickey7144bc,2020-06,0.425537109
brickey7144bc,2020-07,7.109743164
brickey7144bc,2020-08,0.582500977
brickey7144bc,2020-09,1.213000977
brickey7144bc,2020-10,3.65275
briggs_spencerdaa16,2020-04,5.913068359
briggs_spencerdaa16,2020-05,4.60515918
briggs_spencerdaa16,2020-06,0.333852539
briggs_spencerdaa16,2020-07,8.952480469
briggs_spencerdaa16,2020-08,0.27309668
briggs_spencerdaa16,2020-09,4.762160156
brisresells2905,2020-09,8.004145508
brockhousematthew03814a,2020-10,0.000321289
broganc251d0,2020-06,0.347070313
broganc251d0,2020-07,0.653077148
broganc251d0,2020-08,3.446900391
broganc251d0,2020-09,0.267386719
broganc251d0,2020-10,15.80808105
brokenswordxtd546,2020-07,0.675742188
brokenswordxtd546,2020-08,1.140460938
brokenswordxtd546,2020-10,3.745753906
brokirby1113108,2020-10,0.237544922
brokirby1113108,2020-11,1.484598633
brokirby1113108,2020-12,0.334905273
bronson7171864a,2020-05,0.017931641
bronson7171864a,2020-06,0.000279297
browndaniel14942f6,2020-04,0.041380859
brownjuvaunte37b722,2020-07,0.020222656
bruins04_1976a3,2020-05,5.360572266
bryanab8849696,2020-05,0.927825195
bryanab8849696,2020-06,3.057207031
bryanab8849696,2020-07,1.601211914
bryanab8849696,2020-08,4.875797852
bryanab8849696,2020-09,0.680669922
bryanab8849696,2020-10,0.677453125
bryanab8849696,2020-11,0.029932617
bryanab8849696,2021-01,0.304536133
bryanarius812e6,2020-06,0.000412109
bryanarius812e6,2020-07,0.227333984
bryanchiu1213f20e,2020-11,5.251265625
bryanchiu1213f20e,2020-12,0.068303711
bryanflores040912d4,2020-07,2.343228516
bryanfong001d2b0,2020-07,1.804166016
bryanfong001d2b0,2020-08,0.762851563
bryanfong001d2b0,2020-09,15.73409766
bryanfong23320605,2020-05,0.639144531
bryanfong23320605,2020-06,0.63625
bryanfong23320605,2020-07,0.122208008
bryangarcia55951b3,2020-10,3.476956055
bryanhuynh8229846,2020-08,1.498957031
bryanhuynh8229846,2020-09,0.103349609
bryankchencc91,2020-12,1.827900391
bryankchencc91,2021-01,0.209870117
bryanlunera9b9,2020-08,0.010700195
bryanlunera9b9,2020-09,0.223003906
brycen55d43f,2020-09,0.271349609
brycen55d43f,2020-10,0.484042969
brymin4f68f,2020-09,0.036451172
brymin4f68f,2020-10,0.422161133
brymin4f68f,2020-11,0.021814453
brynleyds48946,2020-04,0.018702148
brynleyds48946,2020-05,1.046106445
brynleyds48946,2020-07,0.000199219
bshiff20007525,2020-11,0.525977539
bshiff20007525,2020-12,7.867220703
bskmjapandb4c,2020-09,0.000540039
bskmjapandb4c,2020-10,2.446038086
bsoledthose7779f44zz,2021-12,4.496961914
bsquaredbeatsmgmt973f6,2020-09,0.474378906
bsquaredbeatsmgmt973f6,2020-10,0.559249023
bsquaredbeatsmgmt973f6,2020-11,0.014119141
bsquaredbeatsmgmt973f6,2020-12,0.099177734
bsquaredbeatsmgmt973f6,2021-01,0.002772461
buckarney350f,2020-04,5.089326172
bucketz818382a,2020-07,1.417380859
bucketz818382a,2020-08,3.317078125
burkepatrick395e4af,2020-12,2.001321289
burkepatrick395e4af,2021-01,0.017729492
businessver20203afa,2020-10,1.944354492
bv44073e43c,2020-12,5.014076172
bv44073e43c,2021-01,0.007191406
bvilanovall20041339,2020-09,0.575924805
bvilanovall20041339,2020-10,3.197253906
bvillegas311ef386,2020-04,3.034055664
bytehutfiles0534,2020-06,2.516337891
bytehutfiles5af4,2020-07,1.445901367
bytehutfiles5af4,2020-12,1.488367188
bytehutfiles5af4,2021-01,0.003417969
bz11218515c6,2020-04,1.867188477
bz11218515c6,2020-05,0.254359375
bz11218515c6,2020-06,2.092713867
bz11218515c6,2020-07,0.930683594
bz11218515c6,2020-08,3.476117188
c3lis65f76,2020-04,0.250802734
c3lis65f76,2020-05,1.037283203
c3lis65f76,2020-06,0.368769531
c3lis65f76,2020-07,0.155998047
c3lis65f76,2020-08,0.211226563
c3lis65f76,2020-09,0.160663086
c3lis65f76,2020-10,0.253643555
c3lis65f76,2020-11,0.641149414
c3lis65f76,2020-12,0.758928711
c3lis65f76,2021-01,0.003170898
c549975075932c,2020-05,1.05275
c549975075932c,2020-07,0.734885742
c549975075932c,2020-09,0.031756836
c549975075932c,2020-10,0.221325195
c549975075932c,2020-12,0.011386719
caalcala14c9de,2020-08,0.596842773
caalcala14c9de,2020-09,3.361098633
cabehead12ed61,2021-12,1.186805664
cadexlic5f5,2020-09,0.080772461
cadexlic5f5,2020-10,0.363733398
cadexlic5f5,2020-11,0.050613281
caesarchen1020273e,2020-10,5.091370117
cairocraw0afa,2020-08,0.000558594
cairocraw0afa,2020-09,0.740418945
cairocraw0afa,2020-10,4.530547852
caivictoria2231500,2020-07,2.194670898
caivictoria223169e,2020-07,11.42457617
cale8821f64b6,2020-04,1.753926758
cale8821f64b6,2020-05,0.427950195
cale8821f64b6,2020-07,0.00577832
cale8821f64b6,2020-09,0.623202148
cale8821f64b6,2020-10,5.954120117
callmebradyabc75zz,2021-12,1.536541016
callmechantyy4b5d,2020-08,0.217923828
callmechantyy4b5d,2020-09,1.550946289
callmechantyy4b5d,2020-10,0.234227539
callmechantyy4b5d,2020-11,0.000000977
callmechantyy4b5d,2020-12,0.000000977
callmewill877d92,2020-09,0.023220703
callmewill877d92,2020-10,0.863475586
callmewill877d92,2020-11,1.466439453
callmewill877d92,2020-12,0.015669922
calvinkiefer2b192,2020-08,0.346347656
calvinkiefer2b192,2020-09,4.360702148
calvinknorr0d53,2020-04,0.290939453
calvinknorr0d53,2020-05,1.618412109
calvinknorr0d53,2020-06,0.007631836
calvinknorr5464,2020-04,2.010728516
calvinlieud220,2020-04,1.808301758
calvinlieud220,2020-05,0.053887695
calvinnhuynh500c6,2020-04,0.074439453
calvinnhuynh500c6,2020-05,1.849360352
calvinnhuynh500c6,2020-06,2.044119141
cama890b02,2020-06,0.249493164
cama890b02,2020-07,0.774553711
cambcreates255d,2020-06,2.544758789
cambcreates255d,2020-07,3.980017578
cameranios6ca7zz,2021-12,13.51057422
cameronrioux7e816,2020-04,2.253639648
cameronrioux7e816,2020-05,3.922201172
cameronrioux7e816,2020-06,2.579359375
cameronrioux7e816,2020-07,8.111955078
cameronrioux7e816,2020-08,8.519623047
cameronriouxec78,2020-07,0.02796875
cameronriouxec78,2020-08,2.200845703
cameronriouxec78,2020-09,4.421104492
camr10242863,2020-04,3.034176758
camr10242863,2020-05,1.25496582
camr10242863,2020-08,4.793907227
camrenperisa453zz,2021-12,4.109976563
candyland0902b2dbzz,2021-12,32.24114063
candyland0902b2dbzzxz,2022-01,3.586670898
canlasc217252,2020-10,0.026442383
canlasc217252,2020-11,0.327411133
canlasc217252,2020-12,2.242445313
canlasc217252,2021-01,0.050201172
canucktennisfanf5df,2020-08,2.057294922
cao042911456,2020-04,0.809032227
cao042911456,2020-05,1.527658203
